destino;codigo_aerolinea;id_vuelo;hora_programada;retraso;anio;mes;dia;hora;grados;velocidad_viento;rachas_viento;lluvia;nubes;humedad;presion
Brussels;IB;IB3216;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Brussels;AA;AA8869;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Brussels;AY;AY5567;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Porto;IB;IB3090;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Porto;AA;AA8725;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Asturias;IB;IB478;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Asturias;AA;AA8812;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Asturias;AV;AV6053;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Sevilla;I2;I23954;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Sevilla;AA;AA8797;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Sevilla;AV;AV6150;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Sevilla;IB;IB3954;07.35;No;2019;11;25;07.00;9;12;17;2;80;95;5
Bilbao;IB;IB448;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Bilbao;AA;AA8660;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Bilbao;AV;AV6033;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Bilbao;LA;LA5414;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Ibiza;FR;FR5354;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Malta;FR;FR5382;07.40;Si;2019;11;25;07.00;9;12;17;2;80;95;5
Paris;IB;IB3402;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Paris;AA;AA8723;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Paris;AV;AV6049;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Palma Mallorca;FR;FR2775;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Santander;IB;IB552;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Santander;AA;AA8675;07.40;No;2019;11;25;07.00;9;12;17;2;80;95;5
Alicante;AA;AA8633;07.45;Si;2019;11;25;07.00;9;12;17;2;80;95;5
Alicante;AV;AV6004;07.45;Si;2019;11;25;07.00;9;12;17;2;80;95;5
Alicante;IB;IB8858;07.45;Si;2019;11;25;07.00;9;12;17;2;80;95;5
Alicante;LA;LA1724;07.45;Si;2019;11;25;07.00;9;12;17;2;80;95;5
Barcelona;VY;VY7450;07.45;No;2019;11;25;07.00;9;12;17;2;80;95;5
Barcelona;IB;IB5877;07.45;No;2019;11;25;07.00;9;12;17;2;80;95;5
Barcelona;LA;LA5792;07.45;No;2019;11;25;07.00;9;12;17;2;80;95;5
San Sebastian;AA;AA8501;07.55;No;2019;11;25;07.00;9;12;17;2;80;95;5
San Sebastian;AV;AV6099;07.55;No;2019;11;25;07.00;9;12;17;2;80;95;5
San Sebastian;IB;IB8830;07.55;No;2019;11;25;07.00;9;12;17;2;80;95;5
San Sebastian;LA;LA1704;07.55;No;2019;11;25;07.00;9;12;17;2;80;95;5
San Sebastian;QR;QR6537;07.55;No;2019;11;25;07.00;9;12;17;2;80;95;5
Barcelona;IB;IB800;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Barcelona;AA;AA8642;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Barcelona;AV;AV6146;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Barcelona;CX;CX1853;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Tenerife;D8;D86308;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Valencia;AA;AA8616;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Valencia;AV;AV6098;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Valencia;IB;IB8872;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Valencia;QR;QR6881;08.00;No;2019;11;25;08.00;9;11;17;0;70;95;5
Bogota;AV;AV27;08.05;Si;2019;11;25;08.00;9;11;17;0;70;95;5
Bogota;CA;CA5301;08.05;Si;2019;11;25;08.00;9;11;17;0;70;95;5
Bogota;TK;TK8475;08.05;Si;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;LH;LH1123;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;AC;AC9178;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;AV;AV6518;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;CA;CA6026;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;OS;OS7468;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;SK;SK3222;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;UA;UA9228;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Granada;AA;AA8589;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Granada;IB;IB8930;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Granada;LA;LA1720;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
Granada;QR;QR6556;08.10;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;IB;IB3162;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;AA;AA8816;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;BA;BA7054;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;LA;LA5409;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
Pamplona;AA;AA8586;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
Pamplona;AV;AV6056;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
Pamplona;IB;IB8844;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
Pamplona;LA;LA1712;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
Pamplona;QR;QR6855;08.15;No;2019;11;25;08.00;9;11;17;0;70;95;5
Doha;QR;QR148;08.20;No;2019;11;25;08.00;9;11;17;0;70;95;5
Doha;IB;IB7901;08.20;No;2019;11;25;08.00;9;11;17;0;70;95;5
Zurich;AM;AM6990;08.20;No;2019;11;25;08.00;9;11;17;0;70;95;5
Zurich;UX;UX1675;08.20;No;2019;11;25;08.00;9;11;17;0;70;95;5
Barcelona;IB;IB830;08.30;No;2019;11;25;08.00;9;11;17;0;70;95;5
Barcelona;AV;AV6072;08.30;No;2019;11;25;08.00;9;11;17;0;70;95;5
Barcelona;CX;CX1855;08.30;No;2019;11;25;08.00;9;11;17;0;70;95;5
Palma Mallorca;AR;AR7326;08.30;No;2019;11;25;08.00;9;11;17;0;70;95;5
Palma Mallorca;UX;UX6031;08.30;No;2019;11;25;08.00;9;11;17;0;70;95;5
Palma Mallorca;I2;I23924;08.35;No;2019;11;25;08.00;9;11;17;0;70;95;5
Palma Mallorca;IB;IB3924;08.35;No;2019;11;25;08.00;9;11;17;0;70;95;5
Berlin;FR;FR2526;08.35;No;2019;11;25;08.00;9;11;17;0;70;95;5
Dusseldorf;IB;IB3140;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Dusseldorf;AA;AA8701;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Dusseldorf;BT;BT5162;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Rome;IB;IB3230;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Rome;AA;AA8820;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Rome;IG;IG9430;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Rome;LA;LA5411;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Las Palmas;I2;I23826;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Las Palmas;AA;AA8665;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Las Palmas;IB;IB3826;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Las Palmas;NT;NT7826;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Palma Mallorca;FR;FR2051;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Tenerife;I2;I23942;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Tenerife;AA;AA8779;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Tenerife;IB;IB3942;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Berlin;I2;I23676;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Berlin;AA;AA8762;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Berlin;IB;IB3676;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Vienna;IB;IB3120;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Vienna;AA;AA8815;08.40;No;2019;11;25;08.00;9;11;17;0;70;95;5
Amsterdam;I2;I23722;08.45;Si;2019;11;25;08.00;9;11;17;0;70;95;5
Amsterdam;IB;IB3722;08.45;Si;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;AA;AA8503;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;BT;BT5230;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Frankfurt;IB;IB8706;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Lyon;I2;I23736;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Lyon;IB;IB3736;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Munich;IB;IB3190;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Munich;AA;AA8818;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Munich;BT;BT5175;08.45;No;2019;11;25;08.00;9;11;17;0;70;95;5
Hamburg;IB;IB3266;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
La Coruna;AA;AA8542;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
La Coruna;IB;IB8976;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
La Coruna;QR;QR6569;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;I2;I23714;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;BA;BA7284;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;IB;IB3714;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
Milan;IB;IB3250;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
Milan;AA;AA8674;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
Milan;IG;IG9250;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
Zurich;IB;IB3464;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
Zurich;AA;AA8825;08.50;No;2019;11;25;08.00;9;11;17;0;70;95;5
London;IB;IB3160;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
London;AA;AA8805;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
London;BA;BA7068;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
London;JL;JL7838;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
Santiago De Compostela;FR;FR5315;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
Stuttgart;I2;I23664;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
Stuttgart;IB;IB3664;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
Strasbourg;AA;AA8535;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
Strasbourg;IB;IB8242;09.00;No;2019;11;25;09.00;9;11;16;0;70;93;6
Barcelona;VY;VY9060;09.05;No;2019;11;25;09.00;9;11;16;0;70;93;6
Barcelona;IB;IB5879;09.05;No;2019;11;25;09.00;9;11;16;0;70;93;6
Tel Aviv-Yafo;UX;UX1301;09.05;No;2019;11;25;09.00;9;11;16;0;70;93;6
Turin;AA;AA8594;09.05;Si;2019;11;25;09.00;9;11;16;0;70;93;6
Turin;IB;IB8766;09.05;Si;2019;11;25;09.00;9;11;16;0;70;93;6
Turin;LA;LA1716;09.05;Si;2019;11;25;09.00;9;11;16;0;70;93;6
Almeria;AA;AA8522;09.10;No;2019;11;25;09.00;9;11;16;0;70;93;6
Almeria;IB;IB8916;09.10;No;2019;11;25;09.00;9;11;16;0;70;93;6
Almeria;QR;QR6570;09.10;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;TO;TO3181;09.10;No;2019;11;25;09.00;9;11;16;0;70;93;6
Brussels;IB;IB3206;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Brussels;AA;AA8782;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Brussels;AY;AY5628;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Brussels;BT;BT5171;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Brussels;LA;LA7087;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Marseille;AA;AA8614;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Marseille;IB;IB8746;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Porto;FR;FR5482;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Venice;IB;IB3242;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Venice;AA;AA8748;09.20;No;2019;11;25;09.00;9;11;16;0;70;93;6
Bologna;AA;AA8508;09.25;No;2019;11;25;09.00;9;11;16;0;70;93;6
Bologna;IB;IB8756;09.25;No;2019;11;25;09.00;9;11;16;0;70;93;6
Bologna;LA;LA1714;09.25;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;IB;IB3436;09.25;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;AA;AA8758;09.25;No;2019;11;25;09.00;9;11;16;0;70;93;6
Barcelona;IB;IB930;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
Barcelona;AA;AA8733;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
Barcelona;AV;AV6078;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
San Sebastian;AA;AA8517;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
San Sebastian;AV;AV6062;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
San Sebastian;BA;BA7072;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
San Sebastian;IB;IB8832;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
San Sebastian;QR;QR6538;09.30;No;2019;11;25;09.00;9;11;16;0;70;93;6
Nice;AA;AA8606;09.35;No;2019;11;25;09.00;9;11;16;0;70;93;6
Nice;IB;IB8726;09.35;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;EY;EY76;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;AR;AR7880;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;AV;AV2414;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;HX;HX1436;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;MH;MH5234;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;PK;PK4076;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;UL;UL2476;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;UX;UX2703;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;VA;VA7174;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Abu Dhabi;XY;XY3076;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Barcelona;VY;VY9460;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Barcelona;IB;IB5857;09.45;No;2019;11;25;09.00;9;11;16;0;70;93;6
Milan;FR;FR5991;09.45;Si;2019;11;25;09.00;9;11;16;0;70;93;6
Vienna;W6;W62846;09.45;Si;2019;11;25;09.00;9;11;16;0;70;93;6
Cluj-Napoca;W6;W63402;09.50;Si;2019;11;25;09.00;9;11;16;0;70;93;6
Geneva;IB;IB3480;09.50;No;2019;11;25;09.00;9;11;16;0;70;93;6
Geneva;AA;AA8827;09.50;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;AF;AF1001;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;AR;AR7836;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;BE;BE4101;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;DL;DL8541;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;KE;KE6380;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;KK;KK7467;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;MK;MK9427;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Paris;UX;UX2227;09.55;No;2019;11;25;09.00;9;11;16;0;70;93;6
Geneva;U2;U21416;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;U2;U27612;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Miami;AA;AA69;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Miami;AY;AY4005;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Miami;BA;BA1559;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Miami;IB;IB4611;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Miami;LY;LY8040;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Zurich;LX;LX2021;10.00;No;2019;11;25;10.00;9;11;16;0;70;90;6
Stockholm;IB;IB3314;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Stockholm;AA;AA8680;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Stockholm;AY;AY5634;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Brussels;FR;FR2944;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Basel, Switzerland / Mulhouse;IB;IB8680;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Basel, Switzerland / Mulhouse;LA;LA1734;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;TP;TP1011;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;AD;AD7332;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;CA;CA7051;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;ET;ET1736;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;EY;EY1510;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;JD;JD5411;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;S4;S48757;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;UA;UA6883;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Sevilla;UX;UX5053;10.05;No;2019;11;25;10.00;9;11;16;0;70;90;6
Marrakech;IB;IB3340;10.10;No;2019;11;25;10.00;9;11;16;0;70;90;6
Marrakech;AA;AA8760;10.10;No;2019;11;25;10.00;9;11;16;0;70;90;6
La Coruna;UX;UX7233;10.15;Si;2019;11;25;10.00;9;11;16;0;70;90;6
La Coruna;AF;AF4833;10.15;Si;2019;11;25;10.00;9;11;16;0;70;90;6
La Coruna;AM;AM6906;10.15;Si;2019;11;25;10.00;9;11;16;0;70;90;6
La Coruna;AR;AR7354;10.15;Si;2019;11;25;10.00;9;11;16;0;70;90;6
La Coruna;DL;DL6762;10.15;Si;2019;11;25;10.00;9;11;16;0;70;90;6
La Coruna;EY;EY4352;10.15;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Palma Mallorca;UX;UX6013;10.15;No;2019;11;25;10.00;9;11;16;0;70;90;6
Palma Mallorca;AF;AF4800;10.15;No;2019;11;25;10.00;9;11;16;0;70;90;6
Palma Mallorca;AM;AM6952;10.15;No;2019;11;25;10.00;9;11;16;0;70;90;6
Palma Mallorca;DL;DL6756;10.15;No;2019;11;25;10.00;9;11;16;0;70;90;6
Palma Mallorca;EY;EY4363;10.15;No;2019;11;25;10.00;9;11;16;0;70;90;6
Palma Mallorca;JU;JU7408;10.15;No;2019;11;25;10.00;9;11;16;0;70;90;6
Helsinki;AY;AY1662;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Helsinki;IB;IB385;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Helsinki;JL;JL6852;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;AM;AM6914;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;AR;AR7334;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;DL;DL6745;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;ET;ET1161;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Lisbon;UX;UX1153;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Marrakech;FR;FR7728;10.20;No;2019;11;25;10.00;9;11;16;0;70;90;6
Shenzhen;HU;HU7984;10.20;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Shenzhen;IB;IB2500;10.20;Si;2019;11;25;10.00;9;11;16;0;70;90;6
London;D8;D82469;10.25;No;2019;11;25;10.00;9;11;16;0;70;90;6
Milan;AZ;AZ23;10.25;No;2019;11;25;10.00;9;11;16;0;70;90;6
Asturias;AM;AM6880;10.25;No;2019;11;25;10.00;9;11;16;0;70;90;6
Asturias;JU;JU7407;10.25;No;2019;11;25;10.00;9;11;16;0;70;90;6
Asturias;UX;UX7403;10.25;No;2019;11;25;10.00;9;11;16;0;70;90;6
Cologne;FR;FR3017;10.30;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Dublin;FR;FR7257;10.35;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Florence;VY;VY1507;10.35;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Florence;IB;IB5088;10.35;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Milan;U2;U22704;10.35;No;2019;11;25;10.00;9;11;16;0;70;90;6
Porto;DL;DL6773;10.35;No;2019;11;25;10.00;9;11;16;0;70;90;6
Porto;UX;UX1145;10.35;No;2019;11;25;10.00;9;11;16;0;70;90;6
Oslo;IB;IB3496;10.35;No;2019;11;25;10.00;9;11;16;0;70;90;6
Athens;IB;IB3150;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Atlanta;DL;DL109;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Atlanta;AF;AF3626;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Atlanta;AM;AM5689;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Atlanta;KL;KL6029;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Casablanca;AA;AA8592;10.40;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Casablanca;AT;AT9970;10.40;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Casablanca;BA;BA7272;10.40;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Casablanca;IB;IB8790;10.40;Si;2019;11;25;10.00;9;11;16;0;70;90;6
Porto;EY;EY1509;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Porto;LY;LY9065;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Porto;S4;S48755;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Porto;TP;TP1007;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Vigo;AF;AF4845;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Vigo;AR;AR7332;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Vigo;DL;DL6737;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Vigo;JU;JU7406;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Vigo;UX;UX7302;10.40;No;2019;11;25;10.00;9;11;16;0;70;90;6
Paris;VY;VY8202;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Paris;BA;BA2057;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Paris;IB;IB5735;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Dallas;AA;AA37;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Dallas;AY;AY4001;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Dallas;BA;BA1513;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Dallas;IB;IB4608;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Pisa;FR;FR9472;10.45;No;2019;11;25;10.00;9;11;16;0;70;90;6
Bilbao;AR;AR7352;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
Bilbao;DL;DL6760;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
Bilbao;EY;EY4362;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
Bilbao;KL;KL3354;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
Bilbao;UX;UX7157;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
New York;AA;AA95;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
New York;AY;AY4007;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
New York;BA;BA1567;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
New York;IB;IB4001;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
London;BA;BA457;10.50;Si;2019;11;25;10.00;9;11;16;0;70;90;6
London;AA;AA6277;10.50;Si;2019;11;25;10.00;9;11;16;0;70;90;6
London;IB;IB7459;10.50;Si;2019;11;25;10.00;9;11;16;0;70;90;6
London;JL;JL6516;10.50;Si;2019;11;25;10.00;9;11;16;0;70;90;6
London;FR;FR2683;10.50;No;2019;11;25;10.00;9;11;16;0;70;90;6
Nantes;I2;I23698;10.55;No;2019;11;25;10.00;9;11;16;0;70;90;6
Nantes;IB;IB3698;10.55;No;2019;11;25;10.00;9;11;16;0;70;90;6
Amsterdam;KL;KL1700;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
Amsterdam;CZ;CZ7716;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
Amsterdam;DL;DL9501;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
Amsterdam;GA;GA9014;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
Amsterdam;MF;MF9358;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
Ibiza;VY;VY3419;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
Ibiza;IB;IB5408;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
Lima;PU;PU301;11.00;Si;2019;11;25;11.00;10;12;18;0;70;86;6
London;U2;U22202;11.10;No;2019;11;25;11.00;10;12;18;0;70;86;6
Beijing;CA;CA908;11.10;No;2019;11;25;11.00;10;12;18;0;70;86;6
Newark;UA;UA50;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
Newark;AC;AC5855;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
Newark;LH;LH7971;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
Newark;LX;LX3068;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
Las Palmas;I2;I23822;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
Las Palmas;AA;AA8692;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
Las Palmas;IB;IB3822;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
Melilla;IB;IB8290;11.15;No;2019;11;25;11.00;10;12;18;0;70;86;6
